,frame,label,trackId,x,y,sceneId,metaId
22576,frame351.jpg,head,59,742.5,468.5,Arvin-S-A-2-2-7,58
22580,frame8.jpg,handle,60,750.0,669.0,Arvin-S-A-2-3-9,59
22585,frame22.jpg,handle,60,741.5,672.5,Arvin-S-A-2-3-9,59
22590,frame34.jpg,head,60,634.0,927.0,Arvin-S-A-2-3-9,59
22595,frame44.jpg,head,60,530.0,888.5,Arvin-S-A-2-3-9,59
22600,frame54.jpg,head,60,420.0,799.5,Arvin-S-A-2-3-9,59
22605,frame68.jpg,head,60,329.5,601.5,Arvin-S-A-2-3-9,59
22610,frame82.jpg,head,60,370.0,374.5,Arvin-S-A-2-3-9,59
22615,frame96.jpg,head,60,527.0,208.0,Arvin-S-A-2-3-9,59
22620,frame108.jpg,head,60,695.0,164.5,Arvin-S-A-2-3-9,59
22625,frame118.jpg,head,60,796.0,189.0,Arvin-S-A-2-3-9,59
22630,frame130.jpg,head,60,842.5,220.5,Arvin-S-A-2-3-9,59
22635,frame140.jpg,head,60,808.5,213.0,Arvin-S-A-2-3-9,59
22640,frame150.jpg,head,60,667.0,215.0,Arvin-S-A-2-3-9,59
22645,frame162.jpg,head,60,410.5,610.0,Arvin-S-A-2-3-9,59
22650,frame172.jpg,handle,60,831.0,644.5,Arvin-S-A-2-3-9,59
22655,frame186.jpg,head,60,1002.0,218.0,Arvin-S-A-2-3-9,59
22660,frame198.jpg,head,60,676.5,151.5,Arvin-S-A-2-3-9,59
22665,frame210.jpg,handle,60,803.5,263.0,Arvin-S-A-2-3-9,59
22670,frame222.jpg,handle,60,747.5,258.5,Arvin-S-A-2-3-9,59
22675,frame236.jpg,handle,60,716.5,273.0,Arvin-S-A-2-3-9,59
22680,frame250.jpg,handle,60,701.0,283.5,Arvin-S-A-2-3-9,59
22685,frame264.jpg,handle,60,684.0,288.0,Arvin-S-A-2-3-9,59
22690,frame282.jpg,handle,60,684.5,293.0,Arvin-S-A-2-3-9,59
22695,frame296.jpg,handle,60,685.5,295.0,Arvin-S-A-2-3-9,59
22700,frame312.jpg,handle,60,691.5,297.0,Arvin-S-A-2-3-9,59
22705,frame330.jpg,handle,60,696.0,296.0,Arvin-S-A-2-3-9,59
22710,frame344.jpg,handle,60,705.0,292.5,Arvin-S-A-2-3-9,59
22715,frame356.jpg,handle,60,712.5,288.5,Arvin-S-A-2-3-9,59
22720,frame18.jpg,head,60,721.0,934.5,Arvin-S-A-2-3-9,59
22725,frame30.jpg,head,60,665.5,930.0,Arvin-S-A-2-3-9,59
22730,frame40.jpg,middle,60,639.0,797.0,Arvin-S-A-2-3-9,59
22735,frame50.jpg,middle,60,564.5,763.0,Arvin-S-A-2-3-9,59
22740,frame64.jpg,middle,60,471.5,657.5,Arvin-S-A-2-3-9,59
22745,frame76.jpg,middle,60,435.0,529.0,Arvin-S-A-2-3-9,59
22750,frame90.jpg,middle,60,478.5,376.5,Arvin-S-A-2-3-9,59
22755,frame104.jpg,middle,60,589.5,270.5,Arvin-S-A-2-3-9,59
22760,frame114.jpg,middle,60,666.5,247.5,Arvin-S-A-2-3-9,59
22765,frame126.jpg,middle,60,717.5,261.0,Arvin-S-A-2-3-9,59
22770,frame136.jpg,middle,60,714.0,265.5,Arvin-S-A-2-3-9,59
22775,frame146.jpg,middle,60,656.5,281.0,Arvin-S-A-2-3-9,59
22780,frame156.jpg,middle,60,532.5,429.0,Arvin-S-A-2-3-9,59
22785,frame168.jpg,head,60,726.0,938.5,Arvin-S-A-2-3-9,59
22790,frame180.jpg,middle,60,1039.0,487.0,Arvin-S-A-2-3-9,59
22795,frame192.jpg,middle,60,874.5,243.0,Arvin-S-A-2-3-9,59
22800,frame204.jpg,middle,60,711.5,235.5,Arvin-S-A-2-3-9,59
22805,frame218.jpg,middle,60,669.0,304.5,Arvin-S-A-2-3-9,59
22810,frame230.jpg,middle,60,692.0,353.5,Arvin-S-A-2-3-9,59
22815,frame244.jpg,middle,60,713.5,371.0,Arvin-S-A-2-3-9,59
22820,frame258.jpg,middle,60,719.0,377.0,Arvin-S-A-2-3-9,59
22825,frame272.jpg,middle,60,724.5,380.5,Arvin-S-A-2-3-9,59
22830,frame290.jpg,middle,60,728.5,382.0,Arvin-S-A-2-3-9,59
22835,frame308.jpg,middle,60,736.5,383.5,Arvin-S-A-2-3-9,59
22840,frame324.jpg,middle,60,742.5,383.5,Arvin-S-A-2-3-9,59
22845,frame338.jpg,middle,60,743.5,383.0,Arvin-S-A-2-3-9,59
22850,frame352.jpg,middle,60,733.0,379.0,Arvin-S-A-2-3-9,59
22855,frame10.jpg,middle,60,745.5,807.0,Arvin-S-A-2-3-9,59
22860,frame26.jpg,middle,60,715.5,808.5,Arvin-S-A-2-3-9,59
22865,frame36.jpg,middle,60,666.5,797.5,Arvin-S-A-2-3-9,59
22870,frame46.jpg,handle,60,683.5,670.0,Arvin-S-A-2-3-9,59
22875,frame56.jpg,handle,60,640.0,657.5,Arvin-S-A-2-3-9,59
22880,frame72.jpg,handle,60,568.5,609.0,Arvin-S-A-2-3-9,59
22885,frame84.jpg,handle,60,527.5,535.5,Arvin-S-A-2-3-9,59
22890,frame100.jpg,handle,60,529.0,420.0,Arvin-S-A-2-3-9,59
22895,frame110.jpg,handle,60,555.5,366.0,Arvin-S-A-2-3-9,59
22900,frame120.jpg,handle,60,586.0,336.0,Arvin-S-A-2-3-9,59
22905,frame132.jpg,handle,60,602.5,329.0,Arvin-S-A-2-3-9,59
22910,frame142.jpg,handle,60,582.5,358.0,Arvin-S-A-2-3-9,59
22915,frame152.jpg,handle,60,564.5,471.5,Arvin-S-A-2-3-9,59
22920,frame164.jpg,handle,60,705.0,656.0,Arvin-S-A-2-3-9,59
22925,frame180.jpg,handle,60,920.0,538.5,Arvin-S-A-2-3-9,59
22930,frame192.jpg,handle,60,914.0,364.5,Arvin-S-A-2-3-9,59
22935,frame204.jpg,handle,60,841.0,278.0,Arvin-S-A-2-3-9,59
22940,frame218.jpg,head,60,588.0,371.5,Arvin-S-A-2-3-9,59
22945,frame230.jpg,head,60,678.0,446.5,Arvin-S-A-2-3-9,59
22950,frame244.jpg,head,60,738.5,465.0,Arvin-S-A-2-3-9,59
22955,frame258.jpg,head,60,761.0,465.0,Arvin-S-A-2-3-9,59
22960,frame272.jpg,head,60,772.5,464.5,Arvin-S-A-2-3-9,59
22965,frame290.jpg,head,60,781.5,466.0,Arvin-S-A-2-3-9,59
22970,frame308.jpg,head,60,789.5,466.5,Arvin-S-A-2-3-9,59
22975,frame324.jpg,head,60,796.5,467.5,Arvin-S-A-2-3-9,59
22980,frame338.jpg,head,60,791.5,468.0,Arvin-S-A-2-3-9,59
22985,frame352.jpg,head,60,769.0,466.0,Arvin-S-A-2-3-9,59
22989,frame18.jpg,handle,61,746.5,669.5,Arvin-S-A-2-4-10,60
22994,frame76.jpg,handle,61,739.0,668.5,Arvin-S-A-2-4-10,60
22999,frame86.jpg,handle,61,727.0,668.5,Arvin-S-A-2-4-10,60
23004,frame96.jpg,head,61,583.0,912.5,Arvin-S-A-2-4-10,60
23009,frame106.jpg,head,61,470.0,854.5,Arvin-S-A-2-4-10,60
23014,frame116.jpg,head,61,376.0,745.5,Arvin-S-A-2-4-10,60
23019,frame126.jpg,head,61,321.5,595.5,Arvin-S-A-2-4-10,60
23024,frame136.jpg,head,61,339.5,427.5,Arvin-S-A-2-4-10,60
23029,frame146.jpg,head,61,431.0,279.0,Arvin-S-A-2-4-10,60
23034,frame156.jpg,head,61,569.5,184.0,Arvin-S-A-2-4-10,60
23039,frame166.jpg,head,61,710.0,163.5,Arvin-S-A-2-4-10,60
23044,frame176.jpg,head,61,810.5,199.0,Arvin-S-A-2-4-10,60
23049,frame186.jpg,head,61,850.5,232.5,Arvin-S-A-2-4-10,60
23054,frame196.jpg,head,61,822.5,229.0,Arvin-S-A-2-4-10,60
23059,frame206.jpg,head,61,687.0,217.0,Arvin-S-A-2-4-10,60
23064,frame218.jpg,head,61,405.5,579.0,Arvin-S-A-2-4-10,60
23069,frame230.jpg,handle,61,856.0,616.0,Arvin-S-A-2-4-10,60
23074,frame240.jpg,head,61,1040.0,257.5,Arvin-S-A-2-4-10,60
23079,frame250.jpg,head,61,735.5,147.0,Arvin-S-A-2-4-10,60
23084,frame260.jpg,head,61,569.0,237.5,Arvin-S-A-2-4-10,60
23089,frame270.jpg,handle,61,770.5,257.5,Arvin-S-A-2-4-10,60
23094,frame280.jpg,handle,61,728.5,262.5,Arvin-S-A-2-4-10,60
23099,frame290.jpg,handle,61,708.0,273.0,Arvin-S-A-2-4-10,60
23104,frame300.jpg,handle,61,694.0,281.0,Arvin-S-A-2-4-10,60
23109,frame335.jpg,handle,61,680.0,292.0,Arvin-S-A-2-4-10,60
23114,frame70.jpg,head,61,722.5,934.5,Arvin-S-A-2-4-10,60
23119,frame80.jpg,head,61,696.0,934.5,Arvin-S-A-2-4-10,60
23124,frame90.jpg,handle,61,718.5,668.5,Arvin-S-A-2-4-10,60
23129,frame100.jpg,middle,61,611.0,787.0,Arvin-S-A-2-4-10,60
23134,frame110.jpg,middle,61,539.0,744.5,Arvin-S-A-2-4-10,60
23139,frame120.jpg,middle,61,470.0,671.0,Arvin-S-A-2-4-10,60
23144,frame130.jpg,middle,61,433.0,566.0,Arvin-S-A-2-4-10,60
23149,frame140.jpg,middle,61,443.5,451.0,Arvin-S-A-2-4-10,60
23154,frame150.jpg,middle,61,497.0,346.0,Arvin-S-A-2-4-10,60
23159,frame160.jpg,middle,61,580.5,274.0,Arvin-S-A-2-4-10,60
23164,frame170.jpg,middle,61,660.0,252.0,Arvin-S-A-2-4-10,60
23169,frame180.jpg,middle,61,714.0,252.5,Arvin-S-A-2-4-10,60
23174,frame190.jpg,middle,61,730.0,261.5,Arvin-S-A-2-4-10,60
23179,frame200.jpg,middle,61,682.5,274.5,Arvin-S-A-2-4-10,60
23184,frame210.jpg,middle,61,568.0,372.5,Arvin-S-A-2-4-10,60
23189,frame224.jpg,head,61,715.5,937.0,Arvin-S-A-2-4-10,60
23194,frame234.jpg,middle,61,1045.0,548.0,Arvin-S-A-2-4-10,60
23199,frame244.jpg,middle,61,926.5,280.0,Arvin-S-A-2-4-10,60
23204,frame254.jpg,middle,61,758.0,228.5,Arvin-S-A-2-4-10,60
23209,frame264.jpg,middle,61,668.5,259.5,Arvin-S-A-2-4-10,60
23214,frame274.jpg,middle,61,659.0,305.0,Arvin-S-A-2-4-10,60
23219,frame284.jpg,middle,61,677.5,342.0,Arvin-S-A-2-4-10,60
23224,frame294.jpg,middle,61,703.5,363.0,Arvin-S-A-2-4-10,60
23229,frame304.jpg,middle,61,715.5,369.5,Arvin-S-A-2-4-10,60
23234,frame359.jpg,middle,61,719.0,378.0,Arvin-S-A-2-4-10,60
23239,frame74.jpg,middle,61,730.0,807.0,Arvin-S-A-2-4-10,60
23244,frame84.jpg,middle,61,703.5,795.5,Arvin-S-A-2-4-10,60
23249,frame94.jpg,handle,61,710.5,669.0,Arvin-S-A-2-4-10,60
23254,frame104.jpg,handle,61,669.5,667.5,Arvin-S-A-2-4-10,60
23259,frame114.jpg,handle,61,631.0,652.0,Arvin-S-A-2-4-10,60
23264,frame124.jpg,handle,61,589.0,622.0,Arvin-S-A-2-4-10,60
23269,frame134.jpg,handle,61,550.0,577.5,Arvin-S-A-2-4-10,60
23274,frame144.jpg,handle,61,524.0,510.5,Arvin-S-A-2-4-10,60
23279,frame154.jpg,handle,61,525.0,440.0,Arvin-S-A-2-4-10,60
23284,frame164.jpg,handle,61,547.5,377.5,Arvin-S-A-2-4-10,60
23289,frame174.jpg,handle,61,579.0,340.0,Arvin-S-A-2-4-10,60
23294,frame184.jpg,handle,61,601.5,328.0,Arvin-S-A-2-4-10,60
23299,frame194.jpg,handle,61,594.0,338.5,Arvin-S-A-2-4-10,60
23304,frame204.jpg,handle,61,565.0,406.0,Arvin-S-A-2-4-10,60
23309,frame216.jpg,handle,61,627.0,612.5,Arvin-S-A-2-4-10,60
23314,frame228.jpg,head,61,1009.0,861.0,Arvin-S-A-2-4-10,60
23319,frame238.jpg,handle,61,921.0,497.0,Arvin-S-A-2-4-10,60
23324,frame248.jpg,handle,61,902.0,357.0,Arvin-S-A-2-4-10,60
23329,frame258.jpg,handle,61,841.5,283.5,Arvin-S-A-2-4-10,60
23334,frame268.jpg,head,61,549.0,323.5,Arvin-S-A-2-4-10,60
23339,frame278.jpg,head,61,608.5,401.0,Arvin-S-A-2-4-10,60
23344,frame288.jpg,head,61,685.0,431.5,Arvin-S-A-2-4-10,60
23349,frame298.jpg,head,61,736.0,447.0,Arvin-S-A-2-4-10,60
23354,frame323.jpg,head,61,757.0,450.5,Arvin-S-A-2-4-10,60
23358,frame18.jpg,handle,62,739.0,664.0,Arvin-S-A-2-5-12,61
23363,frame67.jpg,handle,62,733.5,662.0,Arvin-S-A-2-5-12,61
23368,frame77.jpg,handle,62,718.5,662.5,Arvin-S-A-2-5-12,61
23373,frame87.jpg,head,62,555.5,897.5,Arvin-S-A-2-5-12,61
23378,frame97.jpg,head,62,434.5,822.5,Arvin-S-A-2-5-12,61
23383,frame107.jpg,head,62,340.0,691.0,Arvin-S-A-2-5-12,61
23388,frame117.jpg,head,62,314.5,522.0,Arvin-S-A-2-5-12,61
23393,frame127.jpg,head,62,370.5,349.5,Arvin-S-A-2-5-12,61
23398,frame137.jpg,head,62,492.5,221.0,Arvin-S-A-2-5-12,61
23403,frame149.jpg,head,62,669.5,162.0,Arvin-S-A-2-5-12,61
23408,frame159.jpg,head,62,787.0,189.5,Arvin-S-A-2-5-12,61
23413,frame169.jpg,head,62,843.5,226.5,Arvin-S-A-2-5-12,61
23418,frame179.jpg,head,62,835.5,231.5,Arvin-S-A-2-5-12,61
23423,frame189.jpg,head,62,739.0,206.5,Arvin-S-A-2-5-12,61
23428,frame199.jpg,head,62,492.0,323.0,Arvin-S-A-2-5-12,61
23433,frame211.jpg,handle,62,780.5,650.5,Arvin-S-A-2-5-12,61
23438,frame221.jpg,head,62,1130.0,465.5,Arvin-S-A-2-5-12,61
23443,frame231.jpg,head,62,860.0,175.5,Arvin-S-A-2-5-12,61
23448,frame241.jpg,head,62,621.0,191.5,Arvin-S-A-2-5-12,61
23453,frame251.jpg,handle,62,786.0,265.5,Arvin-S-A-2-5-12,61
23458,frame261.jpg,handle,62,734.5,260.5,Arvin-S-A-2-5-12,61
23463,frame275.jpg,handle,62,688.0,272.0,Arvin-S-A-2-5-12,61
23468,frame289.jpg,handle,62,680.5,287.5,Arvin-S-A-2-5-12,61
23473,frame297.jpg,handle,62,671.0,292.0,Arvin-S-A-2-5-12,61
23478,frame339.jpg,handle,62,662.0,300.0,Arvin-S-A-2-5-12,61
23483,frame61.jpg,head,62,724.0,930.5,Arvin-S-A-2-5-12,61
23488,frame71.jpg,head,62,694.0,928.0,Arvin-S-A-2-5-12,61
23493,frame81.jpg,handle,62,711.0,658.0,Arvin-S-A-2-5-12,61
23498,frame91.jpg,middle,62,587.5,782.0,Arvin-S-A-2-5-12,61
23503,frame101.jpg,middle,62,508.0,718.0,Arvin-S-A-2-5-12,61
23508,frame111.jpg,middle,62,450.0,628.5,Arvin-S-A-2-5-12,61
23513,frame121.jpg,middle,62,429.0,509.0,Arvin-S-A-2-5-12,61
23518,frame131.jpg,middle,62,459.5,396.0,Arvin-S-A-2-5-12,61
23523,frame141.jpg,middle,62,530.5,302.5,Arvin-S-A-2-5-12,61
23528,frame153.jpg,middle,62,633.5,253.5,Arvin-S-A-2-5-12,61
23533,frame163.jpg,middle,62,698.5,255.5,Arvin-S-A-2-5-12,61
23538,frame173.jpg,middle,62,723.0,262.5,Arvin-S-A-2-5-12,61
23543,frame183.jpg,middle,62,699.0,264.5,Arvin-S-A-2-5-12,61
23548,frame193.jpg,middle,62,596.5,321.5,Arvin-S-A-2-5-12,61
23553,frame203.jpg,middle,62,510.0,568.5,Arvin-S-A-2-5-12,61
23558,frame215.jpg,middle,62,933.0,717.0,Arvin-S-A-2-5-12,61
23563,frame225.jpg,middle,62,986.5,390.5,Arvin-S-A-2-5-12,61
23568,frame235.jpg,middle,62,824.5,252.0,Arvin-S-A-2-5-12,61
23573,frame245.jpg,middle,62,694.5,243.0,Arvin-S-A-2-5-12,61
23578,frame255.jpg,middle,62,638.5,285.0,Arvin-S-A-2-5-12,61
23583,frame265.jpg,middle,62,637.0,330.0,Arvin-S-A-2-5-12,61
23588,frame281.jpg,middle,62,675.5,371.5,Arvin-S-A-2-5-12,61
23593,frame293.jpg,middle,62,697.5,381.5,Arvin-S-A-2-5-12,61
23598,frame307.jpg,middle,62,710.5,387.5,Arvin-S-A-2-5-12,61
23603,frame359.jpg,middle,62,722.5,379.5,Arvin-S-A-2-5-12,61
23608,frame65.jpg,middle,62,727.0,801.0,Arvin-S-A-2-5-12,61
23613,frame75.jpg,middle,62,697.0,799.0,Arvin-S-A-2-5-12,61
23618,frame85.jpg,handle,62,696.5,662.0,Arvin-S-A-2-5-12,61
23623,frame101.jpg,handle,62,630.0,646.5,Arvin-S-A-2-5-12,61
23628,frame111.jpg,handle,62,583.5,617.0,Arvin-S-A-2-5-12,61
23633,frame121.jpg,handle,62,546.5,570.5,Arvin-S-A-2-5-12,61
23638,frame131.jpg,handle,62,523.0,502.0,Arvin-S-A-2-5-12,61
23643,frame141.jpg,handle,62,524.0,430.0,Arvin-S-A-2-5-12,61
23648,frame153.jpg,handle,62,552.0,362.0,Arvin-S-A-2-5-12,61
23653,frame163.jpg,handle,62,584.0,328.5,Arvin-S-A-2-5-12,61
23658,frame173.jpg,handle,62,597.5,321.0,Arvin-S-A-2-5-12,61
23663,frame183.jpg,handle,62,581.0,343.0,Arvin-S-A-2-5-12,61
23668,frame193.jpg,handle,62,552.5,441.5,Arvin-S-A-2-5-12,61
23673,frame203.jpg,handle,62,639.0,614.0,Arvin-S-A-2-5-12,61
23678,frame219.jpg,middle,62,1011.0,581.5,Arvin-S-A-2-5-12,61
23683,frame229.jpg,handle,62,906.5,427.0,Arvin-S-A-2-5-12,61
23688,frame239.jpg,handle,62,865.5,320.0,Arvin-S-A-2-5-12,61
23693,frame249.jpg,head,62,539.5,269.5,Arvin-S-A-2-5-12,61
23698,frame259.jpg,head,62,541.5,367.0,Arvin-S-A-2-5-12,61
23703,frame271.jpg,head,62,624.0,442.0,Arvin-S-A-2-5-12,61
23708,frame287.jpg,head,62,719.5,468.0,Arvin-S-A-2-5-12,61
23713,frame295.jpg,head,62,746.5,468.5,Arvin-S-A-2-5-12,61
23718,frame323.jpg,head,62,775.5,463.0,Arvin-S-A-2-5-12,61
23722,frame0.jpg,handle,63,733.5,661.5,Arvin-S-A-3-1-14,62
23727,frame14.jpg,handle,63,724.0,662.0,Arvin-S-A-3-1-14,62
23732,frame30.jpg,head,63,549.5,902.5,Arvin-S-A-3-1-14,62
23737,frame39.jpg,head,63,445.5,843.5,Arvin-S-A-3-1-14,62
23742,frame49.jpg,head,63,345.5,720.5,Arvin-S-A-3-1-14,62
23747,frame59.jpg,head,63,306.5,557.5,Arvin-S-A-3-1-14,62
23752,frame70.jpg,head,63,352.5,370.5,Arvin-S-A-3-1-14,62
23757,frame84.jpg,head,63,526.0,194.0,Arvin-S-A-3-1-14,62
23762,frame97.jpg,head,63,719.0,156.5,Arvin-S-A-3-1-14,62
23767,frame109.jpg,head,63,834.0,200.5,Arvin-S-A-3-1-14,62
23772,frame121.jpg,head,63,857.0,227.5,Arvin-S-A-3-1-14,62
23777,frame138.jpg,head,63,677.5,210.0,Arvin-S-A-3-1-14,62
23782,frame150.jpg,head,63,395.0,598.5,Arvin-S-A-3-1-14,62
23787,frame165.jpg,head,63,1148.5,561.5,Arvin-S-A-3-1-14,62
23792,frame175.jpg,head,63,923.0,193.5,Arvin-S-A-3-1-14,62
23797,frame186.jpg,head,63,627.0,187.0,Arvin-S-A-3-1-14,62
23802,frame196.jpg,handle,63,788.0,266.5,Arvin-S-A-3-1-14,62
23807,frame206.jpg,handle,63,733.5,260.5,Arvin-S-A-3-1-14,62
23812,frame216.jpg,handle,63,695.0,268.0,Arvin-S-A-3-1-14,62
23817,frame225.jpg,handle,63,673.0,278.0,Arvin-S-A-3-1-14,62
23822,frame237.jpg,handle,63,661.5,289.5,Arvin-S-A-3-1-14,62
23827,frame247.jpg,handle,63,662.0,298.5,Arvin-S-A-3-1-14,62
23832,frame256.jpg,handle,63,657.5,304.0,Arvin-S-A-3-1-14,62
23837,frame266.jpg,handle,63,649.5,307.0,Arvin-S-A-3-1-14,62
23842,frame283.jpg,handle,63,647.5,311.5,Arvin-S-A-3-1-14,62
23847,frame299.jpg,handle,63,650.0,312.0,Arvin-S-A-3-1-14,62
23852,frame341.jpg,handle,63,669.5,295.5,Arvin-S-A-3-1-14,62
23857,frame359.jpg,handle,63,707.0,277.0,Arvin-S-A-3-1-14,62
23862,frame12.jpg,head,63,689.0,933.0,Arvin-S-A-3-1-14,62
23867,frame26.jpg,middle,63,643.5,793.5,Arvin-S-A-3-1-14,62
23872,frame37.jpg,middle,63,562.5,767.0,Arvin-S-A-3-1-14,62
23877,frame47.jpg,middle,63,486.0,697.5,Arvin-S-A-3-1-14,62
23882,frame57.jpg,middle,63,434.0,604.0,Arvin-S-A-3-1-14,62
23887,frame68.jpg,middle,63,429.0,475.5,Arvin-S-A-3-1-14,62
23892,frame82.jpg,middle,63,504.5,328.5,Arvin-S-A-3-1-14,62
23897,frame95.jpg,middle,63,616.5,249.5,Arvin-S-A-3-1-14,62
23902,frame107.jpg,middle,63,705.5,243.5,Arvin-S-A-3-1-14,62
23907,frame119.jpg,middle,63,733.0,259.0,Arvin-S-A-3-1-14,62
23912,frame134.jpg,middle,63,662.5,273.5,Arvin-S-A-3-1-14,62
23917,frame146.jpg,middle,63,515.5,473.5,Arvin-S-A-3-1-14,62
23922,frame163.jpg,middle,63,994.0,653.5,Arvin-S-A-3-1-14,62
23927,frame173.jpg,middle,63,960.0,339.5,Arvin-S-A-3-1-14,62
23932,frame185.jpg,middle,63,754.5,233.5,Arvin-S-A-3-1-14,62
23937,frame194.jpg,handle,63,800.0,271.0,Arvin-S-A-3-1-14,62
23942,frame204.jpg,middle,63,624.5,303.5,Arvin-S-A-3-1-14,62
23947,frame214.jpg,middle,63,634.5,347.5,Arvin-S-A-3-1-14,62
23952,frame223.jpg,middle,63,658.0,368.0,Arvin-S-A-3-1-14,62
23957,frame235.jpg,middle,63,691.0,392.0,Arvin-S-A-3-1-14,62
23962,frame245.jpg,middle,63,699.5,393.5,Arvin-S-A-3-1-14,62
23967,frame254.jpg,middle,63,704.0,395.0,Arvin-S-A-3-1-14,62
23972,frame264.jpg,middle,63,711.0,403.0,Arvin-S-A-3-1-14,62
23977,frame279.jpg,middle,63,713.5,398.5,Arvin-S-A-3-1-14,62
23982,frame297.jpg,middle,63,722.0,390.5,Arvin-S-A-3-1-14,62
23987,frame338.jpg,middle,63,711.0,389.5,Arvin-S-A-3-1-14,62
23992,frame357.jpg,middle,63,683.0,372.0,Arvin-S-A-3-1-14,62
23997,frame8.jpg,middle,63,719.0,802.5,Arvin-S-A-3-1-14,62
24002,frame24.jpg,middle,63,657.0,797.5,Arvin-S-A-3-1-14,62
24007,frame35.jpg,handle,63,663.5,659.5,Arvin-S-A-3-1-14,62
24012,frame45.jpg,handle,63,620.5,643.5,Arvin-S-A-3-1-14,62
24017,frame55.jpg,handle,63,579.0,616.0,Arvin-S-A-3-1-14,62
24022,frame66.jpg,handle,63,542.0,557.5,Arvin-S-A-3-1-14,62
24027,frame78.jpg,handle,63,518.0,478.0,Arvin-S-A-3-1-14,62
24032,frame92.jpg,handle,63,538.0,382.5,Arvin-S-A-3-1-14,62
24037,frame105.jpg,handle,63,580.0,330.0,Arvin-S-A-3-1-14,62
24042,frame117.jpg,handle,63,604.5,317.5,Arvin-S-A-3-1-14,62
24047,frame132.jpg,handle,63,571.5,363.0,Arvin-S-A-3-1-14,62
24052,frame144.jpg,handle,63,576.0,536.0,Arvin-S-A-3-1-14,62
24057,frame163.jpg,head,63,1128.0,678.5,Arvin-S-A-3-1-14,62
24062,frame173.jpg,handle,63,910.5,452.0,Arvin-S-A-3-1-14,62
24067,frame185.jpg,handle,63,863.5,317.5,Arvin-S-A-3-1-14,62
24072,frame194.jpg,head,63,534.5,269.5,Arvin-S-A-3-1-14,62
24077,frame204.jpg,head,63,525.5,369.5,Arvin-S-A-3-1-14,62
24082,frame214.jpg,head,63,589.5,438.5,Arvin-S-A-3-1-14,62
24087,frame223.jpg,head,63,658.0,468.0,Arvin-S-A-3-1-14,62
24092,frame235.jpg,head,63,726.0,485.0,Arvin-S-A-3-1-14,62
24097,frame245.jpg,head,63,751.5,485.5,Arvin-S-A-3-1-14,62
24102,frame254.jpg,head,63,763.0,485.0,Arvin-S-A-3-1-14,62
24107,frame264.jpg,head,63,775.0,483.0,Arvin-S-A-3-1-14,62
24112,frame279.jpg,head,63,783.5,478.5,Arvin-S-A-3-1-14,62
24117,frame297.jpg,head,63,795.0,474.5,Arvin-S-A-3-1-14,62
24122,frame338.jpg,head,63,768.0,478.5,Arvin-S-A-3-1-14,62
24127,frame357.jpg,head,63,687.0,467.0,Arvin-S-A-3-1-14,62
24129,frame18.jpg,handle,64,747.0,657.0,Arvin-S-A-3-1-19,63
24134,frame120.jpg,handle,64,743.0,660.5,Arvin-S-A-3-1-19,63
24139,frame128.jpg,handle,64,733.0,656.0,Arvin-S-A-3-1-19,63
24144,frame137.jpg,head,64,623.5,913.5,Arvin-S-A-3-1-19,63
24149,frame145.jpg,head,64,531.5,879.5,Arvin-S-A-3-1-19,63
24154,frame152.jpg,head,64,443.0,817.0,Arvin-S-A-3-1-19,63
24159,frame160.jpg,head,64,361.5,710.0,Arvin-S-A-3-1-19,63
24164,frame167.jpg,head,64,323.5,590.0,Arvin-S-A-3-1-19,63
24169,frame175.jpg,head,64,336.0,445.0,Arvin-S-A-3-1-19,63
24174,frame183.jpg,head,64,402.5,314.0,Arvin-S-A-3-1-19,63
24179,frame190.jpg,head,64,490.5,227.0,Arvin-S-A-3-1-19,63
24184,frame201.jpg,head,64,653.5,162.5,Arvin-S-A-3-1-19,63
24189,frame210.jpg,head,64,770.0,171.5,Arvin-S-A-3-1-19,63
24194,frame218.jpg,head,64,837.0,201.5,Arvin-S-A-3-1-19,63
24199,frame227.jpg,head,64,867.0,229.0,Arvin-S-A-3-1-19,63
24204,frame238.jpg,head,64,840.5,223.5,Arvin-S-A-3-1-19,63
24209,frame245.jpg,head,64,767.0,204.0,Arvin-S-A-3-1-19,63
24214,frame254.jpg,head,64,562.5,267.5,Arvin-S-A-3-1-19,63
24219,frame262.jpg,head,64,409.0,634.5,Arvin-S-A-3-1-19,63
24224,frame274.jpg,handle,64,861.0,596.0,Arvin-S-A-3-1-19,63
24229,frame285.jpg,head,64,939.0,194.0,Arvin-S-A-3-1-19,63
24234,frame294.jpg,head,64,678.0,160.5,Arvin-S-A-3-1-19,63
24239,frame306.jpg,handle,64,795.5,259.5,Arvin-S-A-3-1-19,63
24244,frame317.jpg,handle,64,737.0,256.5,Arvin-S-A-3-1-19,63
24249,frame329.jpg,handle,64,698.0,272.0,Arvin-S-A-3-1-19,63
24254,frame338.jpg,handle,64,691.0,285.0,Arvin-S-A-3-1-19,63
24259,frame349.jpg,handle,64,676.5,293.0,Arvin-S-A-3-1-19,63
24264,frame116.jpg,head,64,727.5,926.5,Arvin-S-A-3-1-19,63
24269,frame123.jpg,head,64,714.0,926.0,Arvin-S-A-3-1-19,63
24274,frame131.jpg,head,64,674.0,921.0,Arvin-S-A-3-1-19,63
24279,frame140.jpg,handle,64,707.0,656.0,Arvin-S-A-3-1-19,63
