,filename,width,height,class,xmin,ymin,xmax,ymax
9468,fc2_save_2020-11-06-101810-0000_frame91.jpg,1280,1024,1,341,172,364,206
9469,fc2_save_2020-11-06-101810-0000_frame50.jpg,1280,1024,1,532,875,548,895
9470,fc2_save_2020-11-06-101810-0000_frame45.jpg,1280,1024,1,534,877,552,896
9471,fc2_save_2020-11-06-101810-0000_frame69.jpg,1280,1024,1,362,116,384,140
9472,fc2_save_2020-11-06-101810-0000_frame58.jpg,1280,1024,1,308,820,331,837
9473,fc2_save_2020-11-06-101810-0000_frame121.jpg,1280,1024,1,561,93,584,117
9474,fc2_save_2020-11-06-101810-0000_frame54.jpg,1280,1024,1,477,870,493,889
9476,fc2_save_2020-11-06-101810-0000_frame67.jpg,1280,1024,1,219,208,238,236
9477,fc2_save_2020-11-06-101810-0000_frame124.jpg,1280,1024,1,624,81,647,103
9478,fc2_save_2020-11-06-101810-0000_frame53.jpg,1280,1024,1,501,872,517,893
9479,fc2_save_2020-11-06-101810-0000_frame81.jpg,1280,1024,1,382,819,417,843
9480,fc2_save_2020-11-06-101810-0000_frame125.jpg,1280,1024,1,644,85,666,104
9481,fc2_save_2020-11-06-101810-0000_frame56.jpg,1280,1024,1,404,857,424,877
9483,fc2_save_2020-11-06-101810-0000_frame70.jpg,1280,1024,1,438,100,461,120
9484,fc2_save_2020-11-06-101810-0000_frame68.jpg,1280,1024,1,287,153,307,180
9485,fc2_save_2020-11-06-101810-0000_frame126.jpg,1280,1024,1,662,90,683,108
9486,fc2_save_2020-11-06-101810-0000_frame30.jpg,1280,1024,1,536,876,552,896
9487,fc2_save_2020-11-06-101810-0000_frame128.jpg,1280,1024,1,688,101,709,122
9489,fc2_save_2020-11-06-101810-0000_frame90.jpg,1280,1024,1,366,128,392,158
9490,fc2_save_2020-11-06-101810-0000_frame34.jpg,1280,1024,1,535,877,552,897
9491,fc2_save_2020-11-06-101810-0000_frame55.jpg,1280,1024,1,445,866,460,886
9492,fc2_save_2020-11-06-101810-0000_frame79.jpg,1280,1024,1,354,295,377,319
9493,fc2_save_2020-11-06-101810-0000_frame75.jpg,1280,1024,1,638,172,659,192
9494,fc2_save_2020-11-06-101810-0000_frame89.jpg,1280,1024,1,416,99,442,122
9496,fc2_save_2020-11-06-101810-0000_frame74.jpg,1280,1024,1,632,154,656,172
9497,fc2_save_2020-11-06-101810-0000_frame83.jpg,1280,1024,1,941,592,970,623
9498,fc2_save_2020-11-06-101810-0000_frame63.jpg,1280,1024,1,105,530,132,553
9499,fc2_save_2020-11-06-101810-0000_frame31.jpg,1280,1024,1,535,877,553,897
9500,fc2_save_2020-11-06-101810-0000_frame61.jpg,1280,1024,1,161,680,186,696
9502,fc2_save_2020-11-06-101810-0000_frame82.jpg,1280,1024,1,766,830,790,845
9503,fc2_save_2020-11-06-101810-0000_frame77.jpg,1280,1024,1,573,199,594,216
9504,fc2_save_2020-11-06-101810-0000_frame62.jpg,1280,1024,1,124,610,152,630
9505,fc2_save_2020-11-06-101810-0000_frame57.jpg,1280,1024,1,360,843,379,863
9506,fc2_save_2020-11-06-101810-0000_frame120.jpg,1280,1024,1,542,105,566,132
9507,fc2_save_2020-11-06-101810-0000_frame88.jpg,1280,1024,1,492,91,519,108
9508,fc2_save_2020-11-06-101810-0000_frame44.jpg,1280,1024,1,535,878,552,896
9509,fc2_save_2020-11-06-101810-0000_frame78.jpg,1280,1024,1,484,222,507,241
9510,fc2_save_2020-11-06-101810-0000_frame43.jpg,1280,1024,1,535,878,552,897
9511,fc2_save_2020-11-06-101810-0000_frame87.jpg,1280,1024,1,585,105,613,118
9512,fc2_save_2020-11-06-101810-0000_frame48.jpg,1280,1024,1,535,877,551,896
9513,fc2_save_2020-11-06-101810-0000_frame76.jpg,1280,1024,1,619,188,641,205
9514,fc2_save_2020-11-06-101810-0000_frame118.jpg,1280,1024,1,513,139,534,172
9515,fc2_save_2020-11-06-101855-0000_frame129.jpg,1280,1024,1,676,88,698,105
9516,fc2_save_2020-11-06-101855-0000_frame77.jpg,1280,1024,1,773,198,793,209
9517,fc2_save_2020-11-06-101855-0000_frame43.jpg,1280,1024,1,539,875,553,893
9518,fc2_save_2020-11-06-101855-0000_frame87.jpg,1280,1024,1,353,313,376,349
9519,fc2_save_2020-11-06-101855-0000_frame68.jpg,1280,1024,1,610,180,631,196
9520,fc2_save_2020-11-06-101855-0000_frame117.jpg,1280,1024,1,573,70,597,93
9521,fc2_save_2020-11-06-101855-0000_frame124.jpg,1280,1024,1,650,74,671,91
9522,fc2_save_2020-11-06-101855-0000_frame79.jpg,1280,1024,1,564,104,585,122
9524,fc2_save_2020-11-06-101855-0000_frame64.jpg,1280,1024,1,565,112,585,129
9525,fc2_save_2020-11-06-101855-0000_frame78.jpg,1280,1024,1,661,135,683,150
9526,fc2_save_2020-11-06-101855-0000_frame50.jpg,1280,1024,1,317,823,338,836
9527,fc2_save_2020-11-06-101855-0000_frame45.jpg,1280,1024,1,512,874,527,891
9528,fc2_save_2020-11-06-101855-0000_frame74.jpg,1280,1024,1,839,777,868,796
9529,fc2_save_2020-11-06-101855-0000_frame70.jpg,1280,1024,1,464,224,486,241
9530,fc2_save_2020-11-06-101855-0000_frame55.jpg,1280,1024,1,106,532,131,552
9531,fc2_save_2020-11-06-101855-0000_frame37.jpg,1280,1024,1,548,878,563,897
9532,fc2_save_2020-11-06-101855-0000_frame123.jpg,1280,1024,1,641,70,664,87
9533,fc2_save_2020-11-06-101855-0000_frame54.jpg,1280,1024,1,125,613,150,631
9534,fc2_save_2020-11-06-101855-0000_frame49.jpg,1280,1024,1,371,847,389,861
9535,fc2_save_2020-11-06-101855-0000_frame73.jpg,1280,1024,1,462,858,495,880
9536,fc2_save_2020-11-06-101855-0000_frame62.jpg,1280,1024,1,442,99,462,119
9537,fc2_save_2020-11-06-101855-0000_frame128.jpg,1280,1024,1,671,86,695,102
9538,fc2_save_2020-11-06-101855-0000_frame58.jpg,1280,1024,1,164,276,183,303
9539,fc2_save_2020-11-06-101855-0000_frame41.jpg,1280,1024,1,547,877,562,896
9540,fc2_save_2020-11-06-101855-0000_frame71.jpg,1280,1024,1,328,313,349,338
9541,fc2_save_2020-11-06-101855-0000_frame131.jpg,1280,1024,1,685,97,704,113
9542,fc2_save_2020-11-06-101855-0000_frame57.jpg,1280,1024,1,123,358,145,383
9543,fc2_save_2020-11-06-101855-0000_frame115.jpg,1280,1024,1,546,87,572,115
9544,fc2_save_2020-11-06-101855-0000_frame132.jpg,1280,1024,1,690,104,706,121
9545,fc2_save_2020-11-06-101855-0000_frame60.jpg,1280,1024,1,292,149,309,175
9546,fc2_save_2020-11-06-101855-0000_frame56.jpg,1280,1024,1,105,445,128,467
9547,fc2_save_2020-11-06-101855-0000_frame76.jpg,1280,1024,1,887,314,906,328
9548,fc2_save_2020-11-06-101855-0000_frame72.jpg,1280,1024,1,232,545,250,582
9549,fc2_save_2020-11-06-101855-0000_frame84.jpg,1280,1024,1,314,204,335,239
9550,fc2_save_2020-11-06-101855-0000_frame34.jpg,1280,1024,1,548,878,564,898
9551,fc2_save_2020-11-06-101855-0000_frame85.jpg,1280,1024,1,314,244,336,279
9552,fc2_save_2020-11-06-101855-0000_frame114.jpg,1280,1024,1,538,101,561,130
9553,fc2_save_2020-11-06-101855-0000_frame122.jpg,1280,1024,1,633,68,655,84
9554,fc2_save_2020-11-06-101855-0000_frame38.jpg,1280,1024,1,548,877,564,897
9555,fc2_save_2020-11-06-101855-0000_frame59.jpg,1280,1024,1,221,204,239,231
9556,fc2_save_2020-11-06-101855-0000_frame109.jpg,1280,1024,1,534,207,553,245
9557,fc2_save_2020-11-06-101855-0000_frame81.jpg,1280,1024,1,414,106,435,131
9558,fc2_save_2020-11-06-101855-0000_frame121.jpg,1280,1024,1,621,64,645,84
9559,fc2_save_2020-11-06-101855-0000_frame63.jpg,1280,1024,1,509,100,530,118
9560,fc2_save_2020-11-06-101855-0000_frame80.jpg,1280,1024,1,482,96,503,117
9561,fc2_save_2020-11-06-101855-0000_frame67.jpg,1280,1024,1,631,166,651,183
9562,fc2_save_2020-11-06-101855-0000_frame35.jpg,1280,1024,1,548,877,563,897
9564,fc2_save_2020-11-06-101855-0000_frame126.jpg,1280,1024,1,661,80,684,97
9565,fc2_save_2020-11-06-101855-0000_frame86.jpg,1280,1024,1,327,281,350,317
9567,fc2_save_2020-11-06-101855-0000_frame66.jpg,1280,1024,1,628,149,648,165
9568,fc2_save_2020-11-06-101855-0000_frame61.jpg,1280,1024,1,368,114,386,137
9569,fc2_save_2020-11-06-101855-0000_frame127.jpg,1280,1024,1,667,82,690,100
9570,fc2_save_2020-11-06-101855-0000_frame120.jpg,1280,1024,1,610,64,635,82
9571,fc2_save_2020-11-06-101855-0000_frame48.jpg,1280,1024,1,417,861,433,878
9572,fc2_save_2020-11-06-101855-0000_frame108.jpg,1280,1024,1,544,229,561,267
9573,fc2_save_2020-11-06-101855-0000_frame47.jpg,1280,1024,1,457,869,472,886
9575,fc2_save_2020-11-06-101855-0000_frame52.jpg,1280,1024,1,210,744,233,757
9576,fc2_save_2020-11-06-101855-0000_frame82.jpg,1280,1024,1,363,131,384,159
9577,fc2_save_2020-11-06-101855-0000_frame125.jpg,1280,1024,1,657,78,679,94
9578,fc2_save_2020-11-06-101927-0000_frame130.jpg,1280,1024,1,753,176,769,196
9579,fc2_save_2020-11-06-101927-0000_frame46.jpg,1280,1024,1,468,871,484,892
9580,fc2_save_2020-11-06-101927-0000_frame75.jpg,1280,1024,1,961,528,976,554
9581,fc2_save_2020-11-06-101927-0000_frame71.jpg,1280,1024,1,328,317,349,343
9582,fc2_save_2020-11-06-101927-0000_frame118.jpg,1280,1024,1,686,104,705,124
9583,fc2_save_2020-11-06-101927-0000_frame125.jpg,1280,1024,1,764,172,781,194
9584,fc2_save_2020-11-06-101927-0000_frame82.jpg,1280,1024,1,350,106,376,138
9585,fc2_save_2020-11-06-101927-0000_frame42.jpg,1280,1024,1,537,878,551,898
9586,fc2_save_2020-11-06-101927-0000_frame67.jpg,1280,1024,1,626,165,649,182
9587,fc2_save_2020-11-06-101927-0000_frame81.jpg,1280,1024,1,395,75,422,101
9588,fc2_save_2020-11-06-101927-0000_frame53.jpg,1280,1024,1,151,665,173,684
9589,fc2_save_2020-11-06-101927-0000_frame48.jpg,1280,1024,1,392,854,409,872
9590,fc2_save_2020-11-06-101927-0000_frame73.jpg,1280,1024,1,458,858,491,881
9591,fc2_save_2020-11-06-101927-0000_frame58.jpg,1280,1024,1,168,268,187,295
9592,fc2_save_2020-11-06-101927-0000_frame40.jpg,1280,1024,1,542,880,557,900
9593,fc2_save_2020-11-06-101927-0000_frame124.jpg,1280,1024,1,762,168,779,188
9594,fc2_save_2020-11-06-101927-0000_frame57.jpg,1280,1024,1,127,346,149,373
9595,fc2_save_2020-11-06-101927-0000_frame52.jpg,1280,1024,1,189,725,215,742
9596,fc2_save_2020-11-06-101927-0000_frame78.jpg,1280,1024,1,660,120,683,132
9598,fc2_save_2020-11-06-101927-0000_frame129.jpg,1280,1024,1,758,175,773,194
9599,fc2_save_2020-11-06-101927-0000_frame61.jpg,1280,1024,1,367,110,388,134
9600,fc2_save_2020-11-06-101927-0000_frame44.jpg,1280,1024,1,516,876,530,896
9601,fc2_save_2020-11-06-101927-0000_frame76.jpg,1280,1024,1,907,314,921,340
9602,fc2_save_2020-11-06-101927-0000_frame132.jpg,1280,1024,1,747,182,762,201
9603,fc2_save_2020-11-06-101927-0000_frame60.jpg,1280,1024,1,293,145,313,172
9604,fc2_save_2020-11-06-101927-0000_frame116.jpg,1280,1024,1,642,88,663,106
9605,fc2_save_2020-11-06-101927-0000_frame133.jpg,1280,1024,1,744,190,758,210
9606,fc2_save_2020-11-06-101927-0000_frame63.jpg,1280,1024,1,506,97,529,116
9607,fc2_save_2020-11-06-101927-0000_frame59.jpg,1280,1024,1,225,198,243,225
9608,fc2_save_2020-11-06-101927-0000_frame79.jpg,1280,1024,1,554,82,582,95
9609,fc2_save_2020-11-06-101927-0000_frame77.jpg,1280,1024,1,783,188,804,205
9611,fc2_save_2020-11-06-101927-0000_frame37.jpg,1280,1024,1,542,880,557,900
9614,fc2_save_2020-11-06-101927-0000_frame139.jpg,1280,1024,1,723,297,735,315
9615,fc2_save_2020-11-06-101927-0000_frame123.jpg,1280,1024,1,756,162,773,183
9616,fc2_save_2020-11-06-101927-0000_frame41.jpg,1280,1024,1,540,878,555,899
9617,fc2_save_2020-11-06-101927-0000_frame62.jpg,1280,1024,1,441,96,463,117
9619,fc2_save_2020-11-06-101927-0000_frame110.jpg,1280,1024,1,522,120,544,148
9620,fc2_save_2020-11-06-101927-0000_frame135.jpg,1280,1024,1,738,214,751,232
9622,fc2_save_2020-11-06-101927-0000_frame136.jpg,1280,1024,1,734,231,747,248
9623,fc2_save_2020-11-06-101927-0000_frame66.jpg,1280,1024,1,623,146,646,164
9624,fc2_save_2020-11-06-101927-0000_frame83.jpg,1280,1024,1,330,155,356,191
9625,fc2_save_2020-11-06-101927-0000_frame138.jpg,1280,1024,1,727,273,739,290
9626,fc2_save_2020-11-06-101927-0000_frame70.jpg,1280,1024,1,462,226,484,244
9627,fc2_save_2020-11-06-101927-0000_frame38.jpg,1280,1024,1,543,880,558,902
9628,fc2_save_2020-11-06-101927-0000_frame68.jpg,1280,1024,1,605,179,628,195
9629,fc2_save_2020-11-06-101927-0000_frame127.jpg,1280,1024,1,764,176,779,197
9630,fc2_save_2020-11-06-101927-0000_frame137.jpg,1280,1024,1,730,250,742,268
9631,fc2_save_2020-11-06-101927-0000_frame112.jpg,1280,1024,1,552,92,577,116
9632,fc2_save_2020-11-06-101927-0000_frame69.jpg,1280,1024,1,554,196,577,212
9633,fc2_save_2020-11-06-101927-0000_frame64.jpg,1280,1024,1,562,110,585,127
9634,fc2_save_2020-11-06-101927-0000_frame128.jpg,1280,1024,1,760,176,776,196
9635,fc2_save_2020-11-06-101927-0000_frame121.jpg,1280,1024,1,737,141,754,160
9636,fc2_save_2020-11-06-101927-0000_frame51.jpg,1280,1024,1,238,773,264,788
9637,fc2_save_2020-11-06-101927-0000_frame113.jpg,1280,1024,1,573,84,596,105
9638,fc2_save_2020-11-06-101927-0000_frame50.jpg,1280,1024,1,293,811,313,827
9639,fc2_save_2020-11-06-101927-0000_frame120.jpg,1280,1024,1,722,127,740,147
9640,fc2_save_2020-11-06-101927-0000_frame55.jpg,1280,1024,1,102,513,129,534
9641,fc2_save_2020-11-06-101927-0000_frame111.jpg,1280,1024,1,535,103,557,130
9642,fc2_save_2020-11-06-101927-0000_frame126.jpg,1280,1024,1,765,176,781,196
9643,fc2_save_2020-11-06-102114-0000_frame137.jpg,1280,1024,1,627,112,647,133
9644,fc2_save_2020-11-06-102114-0000_frame77.jpg,1280,1024,1,291,729,324,759
9645,fc2_save_2020-11-06-102114-0000_frame65.jpg,1280,1024,1,312,138,332,163
9646,fc2_save_2020-11-06-102114-0000_frame44.jpg,1280,1024,1,538,876,552,895
9647,fc2_save_2020-11-06-102114-0000_frame120.jpg,1280,1024,1,430,242,452,273
9648,fc2_save_2020-11-06-102114-0000_frame79.jpg,1280,1024,1,914,677,939,701
9651,fc2_save_2020-11-06-102114-0000_frame40.jpg,1280,1024,1,537,876,552,894
9652,fc2_save_2020-11-06-102114-0000_frame74.jpg,1280,1024,1,509,211,531,226
9653,fc2_save_2020-11-06-102114-0000_frame51.jpg,1280,1024,1,477,871,491,886
9655,fc2_save_2020-11-06-102114-0000_frame136.jpg,1280,1024,1,617,117,639,140
9656,fc2_save_2020-11-06-102114-0000_frame70.jpg,1280,1024,1,609,140,631,157
9657,fc2_save_2020-11-06-102114-0000_frame56.jpg,1280,1024,1,247,777,271,795
9658,fc2_save_2020-11-06-102114-0000_frame38.jpg,1280,1024,1,537,877,553,896
9659,fc2_save_2020-11-06-102114-0000_frame55.jpg,1280,1024,1,301,816,323,835
9660,fc2_save_2020-11-06-102114-0000_frame50.jpg,1280,1024,1,502,873,516,889
9661,fc2_save_2020-11-06-102114-0000_frame122.jpg,1280,1024,1,437,221,460,250
9662,fc2_save_2020-11-06-102114-0000_frame63.jpg,1280,1024,1,177,255,197,282
9663,fc2_save_2020-11-06-102114-0000_frame59.jpg,1280,1024,1,117,592,144,611
9664,fc2_save_2020-11-06-102114-0000_frame42.jpg,1280,1024,1,537,877,553,894
9665,fc2_save_2020-11-06-102114-0000_frame58.jpg,1280,1024,1,154,666,173,683
9666,fc2_save_2020-11-06-102114-0000_frame61.jpg,1280,1024,1,106,422,131,446
9667,fc2_save_2020-11-06-102114-0000_frame57.jpg,1280,1024,1,194,728,222,742
9668,fc2_save_2020-11-06-102114-0000_frame75.jpg,1280,1024,1,392,263,417,286
9669,fc2_save_2020-11-06-102114-0000_frame73.jpg,1280,1024,1,581,191,603,207
9670,fc2_save_2020-11-06-102114-0000_frame138.jpg,1280,1024,1,637,108,655,128
9671,fc2_save_2020-11-06-102114-0000_frame35.jpg,1280,1024,1,537,876,552,896
9672,fc2_save_2020-11-06-102114-0000_frame119.jpg,1280,1024,1,429,251,452,283
9673,fc2_save_2020-11-06-102114-0000_frame87.jpg,1280,1024,1,365,136,391,166
9675,fc2_save_2020-11-06-102114-0000_frame78.jpg,1280,1024,1,665,863,692,885
9677,fc2_save_2020-11-06-102114-0000_frame126.jpg,1280,1024,1,479,184,504,211
9678,fc2_save_2020-11-06-102114-0000_frame39.jpg,1280,1024,1,537,877,552,894
9679,fc2_save_2020-11-06-102114-0000_frame60.jpg,1280,1024,1,101,508,129,531
9680,fc2_save_2020-11-06-102114-0000_frame86.jpg,1280,1024,1,404,103,430,129
9681,fc2_save_2020-11-06-102114-0000_frame82.jpg,1280,1024,1,751,169,774,191
9682,fc2_save_2020-11-06-102114-0000_frame125.jpg,1280,1024,1,465,192,490,221
9683,fc2_save_2020-11-06-102114-0000_frame64.jpg,1280,1024,1,239,187,258,214
9684,fc2_save_2020-11-06-102114-0000_frame81.jpg,1280,1024,1,874,266,888,292
9685,fc2_save_2020-11-06-102114-0000_frame68.jpg,1280,1024,1,524,105,548,124
9686,fc2_save_2020-11-06-102114-0000_frame36.jpg,1280,1024,1,537,876,552,893
9687,fc2_save_2020-11-06-102114-0000_frame66.jpg,1280,1024,1,388,109,410,132
9689,fc2_save_2020-11-06-102114-0000_frame84.jpg,1280,1024,1,542,93,567,106
9690,fc2_save_2020-11-06-102114-0000_frame67.jpg,1280,1024,1,461,99,485,119
9691,fc2_save_2020-11-06-102114-0000_frame62.jpg,1280,1024,1,131,334,154,361
9692,fc2_save_2020-11-06-102114-0000_frame133.jpg,1280,1024,1,579,135,603,158
9693,fc2_save_2020-11-06-102114-0000_frame124.jpg,1280,1024,1,454,201,479,231
9694,fc2_save_2020-11-06-102114-0000_frame49.jpg,1280,1024,1,519,873,534,891
9695,fc2_save_2020-11-06-102114-0000_frame85.jpg,1280,1024,1,464,87,493,107
9696,fc2_save_2020-11-06-102114-0000_frame48.jpg,1280,1024,1,528,874,544,891
9697,fc2_save_2020-11-06-102114-0000_frame123.jpg,1280,1024,1,445,211,469,241
9698,fc2_save_2020-11-06-102114-0000_frame53.jpg,1280,1024,1,403,857,420,873
9700,fc2_save_2020-11-06-102114-0000_frame131.jpg,1280,1024,1,552,148,575,171
9701,fc2_save_2020-11-06-102144-0000_frame131.jpg,1280,1024,1,648,97,672,115
9702,fc2_save_2020-11-06-102144-0000_frame75.jpg,1280,1024,1,416,248,437,268
9703,fc2_save_2020-11-06-102144-0000_frame43.jpg,1280,1024,1,537,878,554,898
9704,fc2_save_2020-11-06-102144-0000_frame91.jpg,1280,1024,1,325,301,348,337
9705,fc2_save_2020-11-06-102144-0000_frame68.jpg,1280,1024,1,520,105,542,123
9707,fc2_save_2020-11-06-102144-0000_frame126.jpg,1280,1024,1,595,86,620,107
9708,fc2_save_2020-11-06-102144-0000_frame77.jpg,1280,1024,1,251,658,280,691
9709,fc2_save_2020-11-06-102144-0000_frame39.jpg,1280,1024,1,540,877,554,896
9710,fc2_save_2020-11-06-102144-0000_frame64.jpg,1280,1024,1,236,193,254,219
9711,fc2_save_2020-11-06-102144-0000_frame76.jpg,1280,1024,1,280,377,299,404
9712,fc2_save_2020-11-06-102144-0000_frame50.jpg,1280,1024,1,504,872,519,891
9713,fc2_save_2020-11-06-102144-0000_frame45.jpg,1280,1024,1,539,876,554,894
9714,fc2_save_2020-11-06-102144-0000_frame78.jpg,1280,1024,1,599,873,625,898
9715,fc2_save_2020-11-06-102144-0000_frame70.jpg,1280,1024,1,605,138,629,155
9716,fc2_save_2020-11-06-102144-0000_frame55.jpg,1280,1024,1,303,819,322,834
9717,fc2_save_2020-11-06-102144-0000_frame37.jpg,1280,1024,1,539,876,554,896
9718,fc2_save_2020-11-06-102144-0000_frame125.jpg,1280,1024,1,578,87,603,107
9719,fc2_save_2020-11-06-102144-0000_frame54.jpg,1280,1024,1,358,841,377,861
9720,fc2_save_2020-11-06-102144-0000_frame49.jpg,1280,1024,1,520,874,536,894
9721,fc2_save_2020-11-06-102144-0000_frame73.jpg,1280,1024,1,589,190,611,206
9722,fc2_save_2020-11-06-102144-0000_frame62.jpg,1280,1024,1,133,340,155,366
9723,fc2_save_2020-11-06-102144-0000_frame130.jpg,1280,1024,1,640,88,665,107
9726,fc2_save_2020-11-06-102144-0000_frame71.jpg,1280,1024,1,622,158,643,173
9727,fc2_save_2020-11-06-102144-0000_frame133.jpg,1280,1024,1,660,102,683,120
9728,fc2_save_2020-11-06-102144-0000_frame57.jpg,1280,1024,1,198,733,220,749
9729,fc2_save_2020-11-06-102144-0000_frame87.jpg,1280,1024,1,333,148,354,178
9730,fc2_save_2020-11-06-102144-0000_frame134.jpg,1280,1024,1,664,102,686,119
9731,fc2_save_2020-11-06-102144-0000_frame60.jpg,1280,1024,1,105,515,132,536
9733,fc2_save_2020-11-06-102144-0000_frame74.jpg,1280,1024,1,524,208,546,224
9734,fc2_save_2020-11-06-102144-0000_frame72.jpg,1280,1024,1,617,175,639,190
9736,fc2_save_2020-11-06-102144-0000_frame34.jpg,1280,1024,1,539,877,554,896
9737,fc2_save_2020-11-06-102144-0000_frame79.jpg,1280,1024,1,901,688,932,715
9738,fc2_save_2020-11-06-102144-0000_frame86.jpg,1280,1024,1,375,115,397,142
9740,fc2_save_2020-11-06-102144-0000_frame38.jpg,1280,1024,1,538,879,555,903
9741,fc2_save_2020-11-06-102144-0000_frame59.jpg,1280,1024,1,120,598,146,616
9742,fc2_save_2020-11-06-102144-0000_frame85.jpg,1280,1024,1,434,95,456,119
9743,fc2_save_2020-11-06-102144-0000_frame81.jpg,1280,1024,1,833,261,855,273
9744,fc2_save_2020-11-06-102144-0000_frame123.jpg,1280,1024,1,547,96,571,120
9745,fc2_save_2020-11-06-102144-0000_frame63.jpg,1280,1024,1,176,262,195,287
9746,fc2_save_2020-11-06-102144-0000_frame80.jpg,1280,1024,1,940,430,950,452
9747,fc2_save_2020-11-06-102144-0000_frame90.jpg,1280,1024,1,309,268,331,303
9748,fc2_save_2020-11-06-102144-0000_frame67.jpg,1280,1024,1,454,100,476,121
9749,fc2_save_2020-11-06-102144-0000_frame35.jpg,1280,1024,1,540,877,554,897
9750,fc2_save_2020-11-06-102144-0000_frame65.jpg,1280,1024,1,308,141,326,166
9751,fc2_save_2020-11-06-102144-0000_frame128.jpg,1280,1024,1,621,87,645,106
9752,fc2_save_2020-11-06-102144-0000_frame89.jpg,1280,1024,1,300,230,323,264
9753,fc2_save_2020-11-06-102144-0000_frame83.jpg,1280,1024,1,606,117,627,133
9754,fc2_save_2020-11-06-102144-0000_frame66.jpg,1280,1024,1,382,114,403,136
9755,fc2_save_2020-11-06-102144-0000_frame61.jpg,1280,1024,1,108,428,133,452
9756,fc2_save_2020-11-06-102144-0000_frame129.jpg,1280,1024,1,632,91,657,110
9757,fc2_save_2020-11-06-102144-0000_frame122.jpg,1280,1024,1,533,105,557,129
9758,fc2_save_2020-11-06-102144-0000_frame48.jpg,1280,1024,1,532,875,546,895
9759,fc2_save_2020-11-06-102144-0000_frame84.jpg,1280,1024,1,512,94,536,115
9760,fc2_save_2020-11-06-102144-0000_frame47.jpg,1280,1024,1,537,875,552,893
9761,fc2_save_2020-11-06-102144-0000_frame121.jpg,1280,1024,1,520,117,543,143
9762,fc2_save_2020-11-06-102144-0000_frame52.jpg,1280,1024,1,448,863,463,884
9763,fc2_save_2020-11-06-102144-0000_frame82.jpg,1280,1024,1,716,167,738,180
9764,fc2_save_2020-11-06-102144-0000_frame127.jpg,1280,1024,1,608,84,634,105
9765,fc2_save_2020-11-06-102219-0000_frame88.jpg,1280,1024,1,391,371,415,404
9766,fc2_save_2020-11-06-102219-0000_frame131.jpg,1280,1024,1,523,130,547,155
9768,fc2_save_2020-11-06-102219-0000_frame46.jpg,1280,1024,1,507,873,519,886
9769,fc2_save_2020-11-06-102219-0000_frame83.jpg,1280,1024,1,395,129,415,156
9771,fc2_save_2020-11-06-102219-0000_frame52.jpg,1280,1024,1,249,774,272,786
9772,fc2_save_2020-11-06-102219-0000_frame122.jpg,1280,1024,1,443,225,466,257
9774,fc2_save_2020-11-06-102219-0000_frame90.jpg,1280,1024,1,469,415,491,449
9775,fc2_save_2020-11-06-102219-0000_frame50.jpg,1280,1024,1,355,838,373,850
9776,fc2_save_2020-11-06-102219-0000_frame79.jpg,1280,1024,1,790,171,814,183
9777,fc2_save_2020-11-06-102219-0000_frame62.jpg,1280,1024,1,367,112,383,135
9778,fc2_save_2020-11-06-102219-0000_frame44.jpg,1280,1024,1,538,873,549,887
9780,fc2_save_2020-11-06-102219-0000_frame61.jpg,1280,1024,1,294,148,309,171
9782,fc2_save_2020-11-06-102219-0000_frame69.jpg,1280,1024,1,619,181,640,196
9784,fc2_save_2020-11-06-102219-0000_frame48.jpg,1280,1024,1,447,865,460,877
9785,fc2_save_2020-11-06-102219-0000_frame139.jpg,1280,1024,1,538,171,554,196
9786,fc2_save_2020-11-06-102219-0000_frame123.jpg,1280,1024,1,450,209,473,239
9787,fc2_save_2020-11-06-102219-0000_frame64.jpg,1280,1024,1,506,97,526,116
9788,fc2_save_2020-11-06-102219-0000_frame67.jpg,1280,1024,1,629,149,649,164
9789,fc2_save_2020-11-06-102219-0000_frame63.jpg,1280,1024,1,438,97,458,117
9792,fc2_save_2020-11-06-102219-0000_frame41.jpg,1280,1024,1,546,875,558,891
9793,fc2_save_2020-11-06-102219-0000_frame130.jpg,1280,1024,1,514,132,539,158
9794,fc2_save_2020-11-06-102219-0000_frame81.jpg,1280,1024,1,562,90,583,106
9795,fc2_save_2020-11-06-102219-0000_frame89.jpg,1280,1024,1,431,399,453,432
9796,fc2_save_2020-11-06-102219-0000_frame58.jpg,1280,1024,1,130,349,151,371
9797,fc2_save_2020-11-06-102219-0000_frame45.jpg,1280,1024,1,527,873,538,886
9798,fc2_save_2020-11-06-102219-0000_frame47.jpg,1280,1024,1,481,870,494,883
9799,fc2_save_2020-11-06-102219-0000_frame66.jpg,1280,1024,1,604,129,624,144
9801,fc2_save_2020-11-06-102219-0000_frame129.jpg,1280,1024,1,507,136,531,162
9802,fc2_save_2020-11-06-102219-0000_frame125.jpg,1280,1024,1,469,177,492,206
9804,fc2_save_2020-11-06-102219-0000_frame70.jpg,1280,1024,1,575,195,596,209
9805,fc2_save_2020-11-06-102219-0000_frame124.jpg,1280,1024,1,459,193,483,222
9806,fc2_save_2020-11-06-102219-0000_frame74.jpg,1280,1024,1,357,794,390,818
9807,fc2_save_2020-11-06-102219-0000_frame42.jpg,1280,1024,1,546,875,557,889
9808,fc2_save_2020-11-06-102219-0000_frame72.jpg,1280,1024,1,369,286,388,309
